objectives;is_feasible;variables;evaluation_time
[3.7298880000000008, -2.499999999992729];True;[-2.994210461907847, 1.5461675418398713, 4.85684530095846, 2.153093920020379, -3.911977040548913, 3.6946938068069617, 0.22773430687342078, 1.0317886392584423, -2.8991777094698854, 1.7750461733484908];149.04665199993178
[3.5211285360000066, -2.4999999999977858];True;[-2.0791590068970214, 4.520175069676352, 1.5361342321838931, 2.298930652426046, -3.4614268429986184, -1.9352319428174014, -3.6232218749730194, 3.4127288791313095, -0.31890525810659653, -4.534793679983801];164.69255459995475
[3.922575336000003, -2.4999999999991287];True;[0.10626901355344387, -1.1745743457883462, 1.0267131194184316, 3.3601671475372363, 1.426791854340622, -0.37666354720029904, 4.507027590867693, 3.14716688131689, 2.456428649520812, -0.07861995918766596];147.78335429995786
[3.747811896, -2.495342754];True;[-3.9726422074034016, 2.4923721209962792, 3.037596036957172, 4.032187987084582, 4.297995231215673, -4.786819374770449, 2.504460092334857, -2.3332432440985054, -1.283912715128702, 2.321829349224773];151.6316247000359
[3.5840854080000097, -2.499999999996342];True;[1.0855238381138133, -0.3443731896458022, 3.79773523229807, 2.110470264681439, -3.103875198000817, -4.321072837280749, -4.802050006562664, 1.1761982958292911, 0.9284260997199496, 2.2028933406255558];152.77503780007828
[3.8054206080000013, -2.499999999998282];True;[1.7680007197296623, -2.4200147773861467, 3.3211675617216336, -2.9846476866100247, 2.1848722966068532, 3.6262528711397355, -1.69977652109257, 1.719606917201732, -0.0644269064888725, 3.5258539089792595];145.71144270000514
[3.3785728560000035, -2.1754216];True;[-3.369851017137199, 1.305090199819027, -1.0377364528220143, 0.8253555841253366, 2.426053066890744, -4.500557957109129, -4.076355224460374, 2.2366113568840156, -2.7003232032836855, -1.8928792662450853];153.80012679996435
[3.2564121120000067, -1.617056];True;[-3.531291354640188, -2.5389574418166827, -4.275522583752508, -0.7430892381635772, 0.28918286853299335, -3.359597875385841, -2.134716944801541, 0.6497108675283467, -2.325621878091144, 1.5297390675224145];150.74445140000898
[3.1780620000000095, -2.4999999999968168];True;[-4.18100129349299, 0.3330157957788291, -4.979088552744132, -3.1848927332441903, 4.7846858567146135, -0.34348108079769535, -1.962390725516061, -2.248658400299317, -4.999580418073382, -3.2861272176848058];156.47276959999
[3.5044170480000023, -2.4999999999983618];True;[-1.923764760176263, 0.9422892439005821, 0.3734172241924707, -3.6244950777447293, -2.8725664639422366, -1.3921928373715895, 4.733620460279878, 2.9263473195030016, 0.4175666161724738, -4.538682862683753];151.98395450005773
[3.273836184000012, -2.499999999993082];True;[-0.9129294080157848, -1.6526081546684255, -4.666983685714627, -1.230351671859479, -1.0643538082923278, 2.188122346178261, -3.631160910116704, 3.4382284045743194, -4.131746357510711, -3.969736915480855];151.49539350008126
[3.5564339520000043, -2.3462732];True;[1.8576509923367546, 0.4127005803986865, -4.420201093705568, 4.598099616086435, 4.996044757996783, -1.6899628739803632, -3.7503630409685105, -3.8746535220906453, -0.5462206273054573, -0.13335288334856088];149.56526179995853
[3.3821720640000024, -2.499999999999588];True;[-3.803926999591244, -0.05846245342204437, 3.688351242528187, -3.7969731191836376, 2.989216652830641, 2.4533556648989654, -4.748344195856009, -2.938238643064519, -2.842585280996156, -1.560340507419924];145.78606900002342
[3.7828000080000064, -1.8791240999999999];True;[0.9699654288726611, 4.927490334464409, 2.4997725202278795, -4.164565274055818, -2.429436523112709, 4.345862196787923, 4.307481989079651, 1.5389911186217038, -0.9509384919390236, -3.1150182185775432];141.6131669000024
[3.501227160000009, -2.4999999999933813];True;[-4.577014263931024, -2.3552384877443853, 4.358790066396111, -4.145359319399107, 3.0355295700170783, 3.3775034182213197, -3.0125552102475464, -0.33192493089093666, 1.7659529912089498, -3.2218641658480895];179.8501360999653
[3.783077568000004, -1.7172871];True;[3.568996852365281, 1.220409948406412, -2.6090830751827854, -3.285068364955893, -4.832437378207658, 3.6462001109029636, 4.491421822154123, -2.4685070167784606, 3.2323614779730825, 4.978203475262957];180.46151749999262
[3.6270180000000094, -2.499999999690912];True;[-3.9726422074034016, 1.8341657533568458, 2.9651480303785163, 4.032187987084582, -1.9527216250011232, -4.786819374770449, 2.504460092334857, -2.3332432440985054, -1.5097896349190805, 3.9367336732563456];183.99309439992066
[3.5256623760000076, -2.499999999994754];True;[-4.577014263931024, 1.2249011027324137, 4.668703512712807, -3.36103626428825, 4.23059605140862, -0.44711468260424736, -3.0693108795550472, -0.33192493089093666, 0.9582992074290226, -3.270991285944716];184.56135990004987
[3.5892577440000126, -2.499999999996917];True;[1.682609610972155, -4.224987619565958, -1.0117967156644965, 4.572182184845156, 2.4659093415724165, -4.419155791060807, -4.081973502000491, 2.2662256784361134, 3.613212337169882, -1.8928792662450853];186.85731570003554
[3.5083823760000135, -2.0268389];True;[-4.577014263931024, -2.3552384877443853, 4.358790066396111, -4.145359319399107, 3.0355295700170783, 3.3775034182213197, -3.0125552102475464, -0.33192493089093666, 2.0972157636108433, -3.2218641658480895];185.88727740000468
[3.5108760960000094, -2.4999999999993876];True;[-3.932648528649186, -2.541957171907626, 4.358790066396111, -4.145359319399107, 3.0355295700170783, 3.3775034182213197, -3.0369524834512855, -0.33192493089093666, 1.7794547058238654, -3.2218641658480895];187.9322082999861
[3.528156528000009, -2.499999999998915];True;[-4.577014263931024, -2.3552384877443853, 4.358790066396111, -2.9095463326472455, 3.0355295700170783, 3.388427104082152, -3.0125552102475464, -0.33192493089093666, 1.7659529912089498, -3.2218641658480895];192.3516180999577
[3.2356955520000117, -1.7898865000000002];True;[-4.574339595997845, -2.352238757653442, -4.275522583752508, -0.7430892381635772, 0.28918286853299335, -3.359597875385841, -1.9643239709576952, 0.6497108675283467, -2.3391235913422794, 1.2700594419478985];192.9601973000681
[3.355936056, -2.499999999996115];True;[-4.672335015135542, 1.2249011027324137, -4.14159426297074, -3.363303719712686, 4.23059605140862, -0.44711468260424736, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];193.32136780000292
[3.3603001200000064, -1.244536];True;[-4.672335015135542, 1.2249011027324137, -4.14159426297074, -3.363303719712686, 4.23059605140862, -0.24506290342741122, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];163.556344899931
[3.3489627120000116, -1.6294819999999999];True;[-4.672335015135542, 1.2249011027324137, -4.14159426297074, -3.363303719712686, 4.23059605140862, -0.7699438370967095, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];164.69997099996544
[3.355936056, -2.499999999996115];True;[-4.672335015135542, 1.2249011027324137, -4.14159426297074, -3.363303719712686, 4.23059605140862, -0.44711468260424736, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];165.06713440001477
[3.355936056, -2.499999999996115];True;[-4.672335015135542, 1.2249011027324137, -4.14159426297074, -3.363303719712686, 4.23059605140862, -0.44711468260424736, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];165.4569337000139
[3.355936056, -2.499999999996115];True;[-4.672335015135542, 1.2249011027324137, -4.14159426297074, -3.363303719712686, 4.23059605140862, -0.44711468260424736, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];165.46333349996712
[3.3716738160000093, -2.4999999999991807];True;[-4.672335015135542, 1.2249011027324137, -3.4130015984717863, -3.363303719712686, 4.23059605140862, -0.44711468260424736, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];153.28622180002276
[3.355936056, -2.499999999996115];True;[-4.672335015135542, 1.2249011027324137, -4.14159426297074, -3.363303719712686, 4.23059605140862, -0.44711468260424736, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];154.5403961999109
[3.355936056, -2.499999999996115];True;[-4.672335015135542, 1.2249011027324137, -4.14159426297074, -3.363303719712686, 4.23059605140862, -0.44711468260424736, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];154.68815110006835
[3.4559976240000068, -2.4999999999996545];True;[-4.577014263931024, -2.4520723263111024, 4.155462736396101, -4.147075748288654, 3.0411549221755436, 3.3219894667228966, -2.938856976921757, -0.33192493089093666, 0.9683458316376932, -4.2401339668741524];157.10374210006557
[3.355936056, -2.499999999996115];True;[-4.672335015135542, 1.2249011027324137, -4.14159426297074, -3.363303719712686, 4.23059605140862, -0.44711468260424736, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];157.4338644000236
[3.3489778320000134, -2.4999999999950915];True;[-4.672335015135542, 1.2249011027324137, -4.2415735541739314, -3.363303719712686, 4.23059605140862, -0.44711468260424736, -0.758622856430335, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];154.21358830004465
[3.355936056, -2.499999999996115];True;[-4.672335015135542, 1.2249011027324137, -4.14159426297074, -3.363303719712686, 4.23059605140862, -0.44711468260424736, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];159.58227300003637
[3.355936056, -2.499999999996115];True;[-4.672335015135542, 1.2249011027324137, -4.14159426297074, -3.363303719712686, 4.23059605140862, -0.44711468260424736, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];160.4997410000069
[3.358093896000003, -2.499999999997691];True;[-4.672335015135542, 1.2249011027324137, -4.14159426297074, -3.363303719712686, 4.23059605140862, -0.3471970643259594, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];160.95681330002844
[3.2506999920000057, -2.499999999998734];True;[-4.570881361475055, -2.377534211843926, -4.150050959382689, -4.160632195570568, 3.665325622668441, -0.44711468260424736, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];161.23537609993946
[3.357899280000007, -2.4999999999984146];True;[-4.511553346097924, 1.2249011027324137, -4.14159426297074, -3.4331948988330754, 4.23059605140862, -0.44711468260424736, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];155.3784368999768
[3.355936056, -2.499999999996115];True;[-4.672335015135542, 1.2249011027324137, -4.14159426297074, -3.363303719712686, 4.23059605140862, -0.44711468260424736, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];156.06036589993164
[3.23392651200001, -2.499999999996851];True;[-4.570881361475055, -2.377534211843926, -4.150050959382689, -4.160632195570568, 3.665325622668441, -0.44711468260424736, -0.8165715305247385, -1.3526328933064344, 0.9582992074290226, -4.2293962124098226];156.3866960000014
[3.355936056, -2.499999999996115];True;[-4.672335015135542, 1.2249011027324137, -4.14159426297074, -3.363303719712686, 4.23059605140862, -0.44711468260424736, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];156.65418860001955
[3.2604323040000134, -2.4999999999967524];True;[-4.570881361475055, -2.377534211843926, -4.150050959382689, -4.160632195570568, 3.665325622668441, 0.003447797536777264, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];157.04003899998497
[3.436074648000012, -2.4999999997078053];True;[-3.288410544828375, 0.7815531948457146, -4.398173674953604, -4.2753155089401735, 3.7170513835972665, 2.1165214624726754, -0.6766465133714714, -0.8644816775862205, 1.226878596951014, -2.4614412977858935];150.27749829995446
[3.254346936000005, -2.499999999993723];True;[-4.570881361475055, -2.377534211843926, -4.150050959382689, -4.160632195570568, 3.665325622668441, 0.003447797536777264, -0.5364781314187612, -1.137898202180836, 0.9582992074290226, -4.2293962124098226];153.72928710002452
[3.0510203040000072, -2.2016328];True;[-4.570881361475055, -2.3445675644878214, -4.150050959382689, -0.2221851437864486, -4.729604289176008, 0.0004559129447294641, -0.5364781314187612, -0.8561739247301569, -4.307972641398393, -4.2316032394814815];154.7889497000724
[3.2722019280000127, -2.4999999999989093];True;[-4.570881361475055, -1.8812921178090651, -4.150050959382689, -4.160632195570568, 4.941094957598832, -0.44711468260424736, -0.8165715305247385, -1.3526328933064344, 0.9582992074290226, -4.2293962124098226];157.8632066999562
[3.2373311040000132, -2.2868916];True;[-4.570881361475055, -2.377534211843926, -4.150050959382689, -4.2237225111786785, 3.5546009757090182, -0.44711468260424736, -0.8165715305247385, -1.3526328933064344, 1.289736927976995, -4.2293962124098226];158.66278549993876
[3.18410071200001, -2.499999999997923];True;[-4.551950042301222, -2.377534211843926, -4.8640088331748235, -4.160632195570568, 4.869367935736383, -2.0321444063790817, -1.9368686784364826, -1.3526328933064344, 0.8478882600468025, -4.2293962124098226];153.23720920004416
[3.2506999920000057, -2.499999999998734];True;[-4.570881361475055, -2.377534211843926, -4.150050959382689, -4.160632195570568, 3.665325622668441, -0.44711468260424736, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];153.3457830999978
[3.229062192000004, -2.4999999999989155];True;[-4.570881361475055, -2.3445675644878214, -4.150050959382689, -0.2221851437864486, 4.03839637981679, 0.0004559129447294641, -0.5364781314187612, -1.381491489523504, -4.307972641398393, -4.2316032394814815];153.64257489994634
[3.2047963200000087, -2.4999999999921427];True;[-4.199932612666722, 0.3330157957788291, -4.262324852295729, -3.1848927332441903, 3.6681275522770114, -0.010498219787858254, -0.8420935776043171, -2.248658400299317, -4.7964232007908505, -3.2861272176848058];154.70466060005128
[3.2506999920000057, -2.499999999998734];True;[-4.570881361475055, -2.377534211843926, -4.150050959382689, -4.160632195570568, 3.665325622668441, -0.44711468260424736, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];155.47546000010334
[2.9499156720000084, -1.8775331];True;[-4.628984134504193, -2.342801087164443, -4.150050959382689, -4.160632195570568, -4.725982340812255, -0.9532419939576612, -0.5364781314187612, -0.8561739247301569, -4.044044118630284, -4.2314486840121575];154.75487059995066
[3.340137600000001, -1.793585];True;[-4.570881361475055, -2.3793006891673047, -4.150050959382689, -0.2221851437864486, 3.694014368980678, -0.008191386263056127, -0.5364781314187612, -0.8561739247301569, 0.6947914772623394, -4.229550767879147];155.5030870999908
[3.239659584000007, -2.499999999993575];True;[-4.570881361475055, -2.377534211843926, -4.150050959382689, -4.160632195570568, 3.665325622668441, -0.44687258302598915, -0.8165715305247385, -1.3526328933064344, 1.2234983492674885, -4.2293962124098226];156.59047860000283
[3.2153703840000074, -2.41503859];True;[-4.570665150748932, -2.377534211843926, -4.8640088331748235, -4.160632195570568, 4.869691404881323, -2.0321444063790817, -0.47083326685834037, -1.3526328933064344, 0.8478882600468025, -4.2293962124098226];156.62760700006038
[3.226659192000006, -2.2610871];True;[-4.570881361475055, -2.377534211843926, -4.150050959382689, -4.160632195570568, 3.665325622668441, -0.44711468260424736, -0.5345963880118532, -1.3526328933064344, 0.9582992074290226, -4.847787461853272];159.48614269995596
[3.0902027040000113, -2.2330883999999998];True;[-4.49883593667026, -2.439365856776898, -4.902324244967188, -0.10516912349719343, -4.732646395032542, -2.187447447290074, -0.5351227468133983, -1.3526328933064344, 0.8478882600468025, -4.2293962124098226];153.70569299999624
[3.270670488000005, -1.9325151];True;[-4.570881361475055, -2.377534211843926, -3.198549967356152, -4.160632195570568, 3.616411598544234, -0.4251473337937297, -0.5364781314187612, -0.8561739247301569, 0.9582992074290226, -4.2293962124098226];157.5276038000593
[3.211178256000008, -2.2588409];True;[-4.570881361475055, -2.377534211843926, -4.150050959382689, -4.160632195570568, 3.665325622668441, -1.3583151256252959, -0.5364781314187612, -1.7746825371837036, 0.9582992074290226, -4.2293962124098226];158.65445979998913
[3.2153703840000074, -2.41503859];True;[-4.570665150748932, -2.377534211843926, -4.8640088331748235, -4.160632195570568, 4.869691404881323, -2.0321444063790817, -0.47083326685834037, -1.3526328933064344, 0.8478882600468025, -4.2293962124098226];158.95120570005383
[3.217722408000001, -2.2831503];True;[-4.570665150748932, -2.377534211843926, -4.8640088331748235, -4.160632195570568, 4.978588931108447, -2.0321444063790817, -0.47083326685834037, -1.3526328933064344, 0.8478882600468025, -4.2293962124098226];159.81385269993916
[3.0902027040000113, -2.2330883999999998];True;[-4.49883593667026, -2.439365856776898, -4.902324244967188, -0.10516912349719343, -4.732646395032542, -2.187447447290074, -0.5351227468133983, -1.3526328933064344, 0.8478882600468025, -4.2293962124098226];154.47705290000886
[3.091942800000011, -2.4999999999989946];True;[-4.49883593667026, -2.439365856776898, -4.902324244967188, -0.10516912349719343, -4.732646395032542, -2.187447447290074, -0.5351227468133983, -1.2720817986844266, 0.8478882600468025, -4.2293962124098226];156.7761532999575
[3.2181997680000016, -2.4999999999967444];True;[-4.8700185334697865, -2.377534211843926, -4.855371154486859, -4.160632195570568, 3.663673266330297, -0.44711468260424736, -0.5364781314187612, -1.3520498316023961, 0.9556339369478675, -4.2293962124098226];158.4752252000617
[3.228531480000005, -2.497600718];True;[-4.886606712078467, -2.377534211843926, -4.853752752865674, -4.160632195570568, 3.665325622668441, -0.44711468260424736, -0.536761412614315, -0.86695721199354, 0.9624869779315043, -4.2293962124098226];159.31402060005348
[3.2153703840000074, -2.41503859];True;[-4.570665150748932, -2.377534211843926, -4.8640088331748235, -4.160632195570568, 4.869691404881323, -2.0321444063790817, -0.47083326685834037, -1.3526328933064344, 0.8478882600468025, -4.2293962124098226];163.5523762999801
[3.091942800000011, -2.4999999999989946];True;[-4.49883593667026, -2.439365856776898, -4.902324244967188, -0.10516912349719343, -4.732646395032542, -2.187447447290074, -0.5351227468133983, -1.2720817986844266, 0.8478882600468025, -4.2293962124098226];149.43336190003902
[3.117490848000004, -2.4999999999980127];True;[-4.067544508441722, -2.439365856776898, -4.902324244967188, -0.10516912349719343, -4.111130554709545, -2.187447447290074, -0.40515534265831366, -1.2720817986844266, 0.8478882600468025, -4.2293962124098226];149.75013780000154
[3.1366401120000025, -2.3968353000000002];True;[-4.571805150679579, -2.439365856776898, -4.902324244967188, -0.10379217582414565, -4.732646395032542, 0.036385193547459505, -0.5364670101782271, -1.3536471041806855, 0.8478882600468025, -4.2293962124098226];150.47435290005524
[3.0481980480000086, -2.499999999997002];True;[-4.701550518969297, -2.3445675644878214, -4.150050959382689, -0.2221851437864486, -4.729604289176008, 0.0004559129447294641, -0.5364781314187612, -0.8561739247301569, -4.307972641398393, -4.2316032394814815];151.7999660000205
[3.0737765520000018, -2.4999999999979665];True;[-4.570881361475055, -2.3445675644878214, -4.150050959382689, -0.2221851437864486, -4.693654809880205, 0.0004559129447294641, -0.5364781314187612, -0.8561739247301569, -4.307972641398393, -3.214024970523531];152.51027149998117
[3.18410071200001, -2.499999999997923];True;[-4.551950042301222, -2.377534211843926, -4.8640088331748235, -4.160632195570568, 4.869367935736383, -2.0321444063790817, -1.9368686784364826, -1.3526328933064344, 0.8478882600468025, -4.2293962124098226];153.00171179999597
[3.0481980480000086, -2.499999999997002];True;[-4.701550518969297, -2.3445675644878214, -4.150050959382689, -0.2221851437864486, -4.729604289176008, 0.0004559129447294641, -0.5364781314187612, -0.8561739247301569, -4.307972641398393, -4.2316032394814815];154.07422619999852
