objectives;is_feasible;variables;evaluation_time;algorithm_time
[3.6269804160000003, -2.499999999997189];True;[2.3126237525916267, 2.9304133048551293, 1.7711703188364334, 2.1792576297442823, 2.1185876357104068, -0.7533718005473187, -3.6785651139719566, -3.644027822367417, 1.518155211904725, -4.038460207397221];185.9849905000301;
[3.500835336000013, -2.0789942];True;[1.488182151728818, -3.429355019302408, 1.6751603044940433, 2.7330950471241087, -2.1905091692591947, 1.8887811766022278, -3.8048721413563955, -2.948811134464319, -1.961990300658086, 1.4260311104368375];169.6661763000302;
[3.833741448000014, -2.3881843];True;[0.5538679051319448, -1.3994066918922088, 1.8253514677148566, 3.350684556886499, -4.47706843880165, 4.971694231141706, 4.109882629417527, 1.9460759992814447, 3.7756376222935, -4.36869388406513];166.84750269993674;
[3.786847848000013, -2.4999999998777334];True;[-2.3099140329406795, -3.7358717073869583, 2.8344497316060906, 2.7685593404184914, 0.02048660488495191, 4.748391843104779, 3.711195867364852, -0.15901046840212274, 3.307065002073154, -3.068330313643898];177.41495580004994;
[3.612204720000012, -2.494189445];True;[3.445633959162338, 4.20817546840569, 0.41278925636895725, -4.384031550389793, -2.3598239126371565, -0.07101090505629593, 2.6707045797487963, -2.4132024318227883, -4.362490660475956, 2.8849522893991733];180.512315900065;
[3.240777816000004, -1.057607];True;[-3.976256725063961, -3.7827241903247177, -3.5372543304486923, -1.8758869238426366, 4.73314409293789, 4.084662514329258, -0.47241529997024934, -4.62146051329257, -3.008602150315901, -4.7072245525844085];178.07940689998213;
[4.027734936000005, -2.4999999999990883];True;[-1.7259839014835898, 4.778323147034454, -2.3790670571365427, 1.846774939525253, 4.649544598669413, 3.875313388926932, 3.1200102284489066, 1.3734322713413967, 1.3054743224035006, 2.4253984884066773];170.10876159998588;
[3.740782392, -2.0447172];True;[4.0671719849340775, -4.839510160273017, -1.2794652118092809, 1.8220076054401613, 0.7728331066497045, 1.6584773366957686, 3.8566285605436583, -3.4359190150202834, 1.3583543949588561, 2.003794394861485];172.66846710001118;
[3.598257816000011, -2.4999999999986033];True;[-0.8481021856966287, -4.748407487259316, -3.2382657424087755, 3.9937084532640057, -4.77533071207671, 2.525059175902191, 3.697162506743311, -0.13168310421302998, 1.3207740657104017, 1.5911307815025886];167.8381716000149;
[3.4834542480000064, -2.499999999999355];True;[-2.2023301202351897, -2.3835282512792366, -4.0934943488877105, -0.7721892338163556, 2.447878188966639, -0.7020241648487682, -1.4211405676650148, 2.717861147756894, 0.009564954321932717, 0.4704580430937586];164.99122080008965;
[3.332648448000006, -2.499999998678885];True;[2.3547859817921424, -3.518562934792666, -4.964434187858894, -0.2596538508380819, -1.659555454518875, -2.5837188208200956, -0.7799811515991886, -1.101245923661148, -3.5592448798906684, 3.160867444971087];172.35304640000686;
[3.6473369040000008, -2.499999999999336];True;[-4.519571248567285, 0.830541374759707, -1.0173231982295583, -2.2387757247958096, 2.7119609572833614, -1.1504617988877253, 2.6788554890444596, 3.9500981791450247, 1.2052166677363392, -0.7923503359420412];160.0154218999669;
[3.690569520000006, -2.4999999999968505];True;[4.133951284123416, 1.399968179428928, 3.16536475998155, 0.03141524356503034, 2.6571454223169324, -0.8063259413394599, -3.609969747394859, 0.1776810595113787, -3.658111215280573, 0.16856092604265527];168.79804250004236;
[3.5591317920000005, -2.0347189];True;[-4.186054604678272, -1.3636235789004525, 4.214591228588061, 0.13363300450941296, 0.14908408211784518, -1.5519043241426864, 2.7902216166945504, -2.003000507293573, 3.941300125546878, -4.549629939333062];167.75784710003063;
[3.1711603680000118, -2.499999999998406];True;[-4.1738793270607575, 2.6067569029414317, -4.146840803080641, -4.302932562391972, -4.744646086583413, 2.397797029930447, 2.746942906496761, -3.592173845424247, -2.3184266938833256, -4.859642145097199];168.30759780004155;
[3.7152753840000026, -1.9711903];True;[3.2976537538834574, 1.4214147478880292, -3.760521970071812, 4.033606282941795, 4.076947359203411, -0.8172296054713959, 3.85763988695021, 0.9878442058743584, -3.3378043110939917, -4.9560244894422745];169.27835319994483;
[3.7849723200000103, -2.4999999999998166];True;[-3.0183473761336908, 1.2059540832328004, 4.474457164091149, 1.1811781565000725, 1.7889567972004716, 2.9070156992581175, -3.115491843802307, 3.9766685944546296, 1.4134115989155251, -2.783566535766062];165.2123415999813;
[3.6879267600000016, -2.499999999997893];True;[-4.504001170282338, 1.9770195902854129, 1.7898367101195989, -1.080437610131706, -1.3921697046416814, 3.6211298507632375, -2.0500568872560834, 0.21262622756055904, 1.0040801797670529, 3.9593216291251956];163.29696119995788;
[3.983366808000002, -2.499999999999271];True;[4.297313712224941, 1.225502170381735, 4.008139507557555, -1.636600211664824, 0.660032886070713, 3.1302842541604843, 2.5253109022790827, 4.603745803509412, -0.1417309561847251, -1.4568717341956052];161.37476720009;
[3.517028640000003, -2.137269];True;[0.6776229106831799, -0.41744586156701313, -1.1100943046998593, -4.189720509655473, -3.2915905968054124, 4.777733556030782, 0.35329399457756594, -3.043238610830943, 0.8292317983105768, 1.0396223321556217];164.52902580006048;
[3.757036392000007, -2.1284139];True;[-0.49025427099355223, -3.3899623701880643, 1.5186048814923456, -0.6303034997078836, 4.096971799063121, 1.979315040812752, 3.3055872040681713, 1.8851794957703119, 1.156591005095473, -2.694849437104736];162.37603500008117;
[3.364482528000007, -2.1390143];True;[3.238729085864062, -3.1947239189765453, -2.7821032210462358, -3.863380069769944, 4.269709556665202, 1.3551417368440344, -3.274162348160891, -3.911504918621478, -3.7708287372200147, 0.4961925472028632];169.1609477000311;
[3.732857136000009, -2.499999999996627];True;[-2.006478914393164, 2.2573895548337077, -4.162903288858112, 4.204573157967374, 1.3724010832154532, -0.9617171931100321, 1.1503485781620366, 0.32992655094719403, 0.7104849506962276, 2.7234409805382933];165.53309119993355;
[3.4349469120000116, -2.4999999999870894];True;[-1.3152287192171395, -2.671823495820589, -2.424492476937731, 1.6756455022534666, 0.8129250757685913, -0.45395059018574546, -2.4021844926400915, -0.6980508845437985, -3.3341905839136987, 2.63671728478144];168.67900900007226;
[3.9923606160000014, -1.7284229];True;[2.2860095247946175, 2.7417592003705185, -1.1358364703981785, 3.6445157174480567, 2.0268005303073178, -1.65284531545998, 0.7568209442937501, 1.8114789427400426, 3.0697130304016103, 4.083063789716471];161.1887326000724;
[3.386486016000001, -2.4999999999979616];True;[-4.284829669352473, 2.7059817749808683, -2.099413949106644, -2.639105781765233, -1.9360104505901345, -0.5702837834026662, 3.769008399464406, -3.9931276787024728, 0.4257780281032053, -1.7962119240642815];162.11208019999322;
[2.8835328240000013, -0.24550599999999978];True;[4.997698067714362, -5.0, -5.0, -5.0, -5.0, -5.0, 0.09121763731616195, -5.0, -3.792019607482816, -5.0];171.0917414999567;8.119206099887379
[3.779659584000006, -2.499999999999145];True;[-2.0881047859377855, -2.6419410372318817, 0.5901654561592444, 1.7227253199127412, -0.2656679792318126, 4.397385065289592, 1.9843779755003865, 2.345123625392075, 2.91974336779373, -1.1795501778943693];159.60235309996642;8.119206099887379
[3.783008664000012, -2.49999999999758];True;[1.4106363038686833, -0.11822209830494845, 3.614818307752481, 1.5041631033097218, 3.0733781124086086, -1.86761140575463, 0.0987778725948747, 4.011661140292247, -3.335744258903661, -0.4525455404626495];165.6723658000119;8.119206099887379
[3.330206784000006, -2.4999999999976272];True;[-4.968061373018752, -0.4334468771106268, -2.8014628728221123, -0.49119581819840086, 0.6797565987853984, -0.0047990189362812075, 0.6486265317138926, -3.112892532006706, 0.6525386892037774, -3.1927874557579115];164.35101179999765;8.119206099887379
[3.9053048400000123, -2.4999999999980766];True;[1.9020126627710994, 1.1403086436760859, 1.004169352448839, 1.349289926153392, -2.9248137090568056, 4.70099351430903, 5.0, -2.682681290526823, 3.535142586802504, 0.5767196477447705];161.76044230000116;8.119206099887379
[3.68421696, -2.4999999999993627];True;[-4.02004594048436, 2.453149980328125, -4.073172705860202, 2.901758718027331, -0.5886902012410831, -2.6489346046736197, 0.8057635454297083, 5.0, 0.5897595671915514, 2.9459950935235106];154.20137850008905;6.446864000055939
[2.71120608, 1.666829];True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 3.3187866372549735, -5.0];161.83428479998838;6.446864000055939
[3.7693764720000136, -2.499999999999071];True;[-1.7491533169296507, -1.1538789607166273, -0.6367044725745936, 5.0, -3.3901485790569987, -2.0252849197462828, 4.862060836452208, 1.3874737683655685, 2.634575741527528, 2.379223683134896];155.71565879997797;6.446864000055939
[3.8459968560000113, -2.1351752];True;[-3.4890555558241436, 4.150459536053557, 0.1860686878424982, 1.8340188101385149, 1.7353160293914058, -3.95376085795099, 4.649953734652776, 2.0921697727968835, 1.797095471677772, 1.853145677748521];155.4578369000228;6.446864000055939
[3.357328608000004, -2.0513778];True;[-1.2609678665406094, -0.494386661163432, -4.08953107562505, 1.8490148386230363, 0.6329619272556339, 2.255152825479665, -3.7841555111330045, -4.213425430682667, 0.6570721448734931, -3.3198547841581374];160.4542351999553;6.446864000055939
[3.5996514480000075, -2.1556672];True;[-4.39586545463492, 1.6909741865954677, -0.1601968486040386, -0.6959802284785956, -5.0, 1.282948609896609, 1.6239004011246827, 4.7507502542219076, 5.0, -4.645987790685196];162.45307600009255;6.222559400019236
[3.5765409600000133, -2.4999999999988662];True;[-5.0, 3.4219464274096154, 0.6548045174599029, -4.270060430702509, -3.1720985306864464, 2.8376568954574815, 5.0, 0.3597517318774983, -4.6540202849560535, 3.2026227231189015];163.3107808000641;6.222559400019236
[3.518888616000013, -2.4999999999959486];True;[-2.194345837685528, 4.145469150159446, 4.288264634805291, -2.783699307720738, -0.0044640936955184785, 0.9558991241829986, 0.3121051795267267, -2.544742780024816, -2.1180375796705766, -4.344942468878838];166.51333949994296;6.222559400019236
[3.435964920000006, -2.4999999999914433];True;[2.5173586109670403, 0.22254700712325537, 0.9309966494055129, -3.8181199641286883, 0.20327500136589904, -0.5976431156285242, -5.0, -4.977686897688545, 4.140203668762862, -1.7485125212263326];168.87564460001886;6.222559400019236
[4.063790952000004, -2.4999999999978946];True;[0.1808770297414597, -0.4397716939976668, 5.0, 4.189514819453349, -5.0, 5.0, 4.602958332385747, 5.0, 5.0, -2.595105184839961];162.16358659998514;6.222559400019236
[3.443358816000011, -2.0768471];True;[-0.8491858623392909, -4.142515940116595, -0.7345284692332958, 4.151680773971535, -1.2636663394450158, -3.96861293836092, -0.7456641249930804, 3.301267705761102, -3.6929970675354302, 0.15901688664208535];170.70770239992999;6.5414414999540895
[3.3446148480000133, -2.0253864999999998];True;[-4.01046951745484, 0.6022331287207408, -2.9862025856528436, 2.821040932036798, -1.7506290370095412, 0.4556723057844545, 2.003532783472279, -5.0, -5.0, 0.50811330566746];168.82547190005425;6.5414414999540895
[3.737601360000009, -2.4999999999992304];True;[1.7789015830935684, 1.788087237037387, 4.20505670775356, -2.7104034274261073, 2.7377973156249746, 1.3094765422905175, -4.229395623487325, 2.313437199608045, 1.242072328693169, -2.597933946387389];162.8284755999921;6.5414414999540895
[3.5716740480000038, -2.495661574];True;[-3.1940042393148205, 3.3377240479694557, 1.0917430574237832, -2.966441489386777, 0.16553485241784038, 1.0240654256548538, -1.5573920828600412, 5.0, -5.0, 0.25402825087719627];168.09997089998797;6.5414414999540895
[3.0533556960000015, -2.4999999999985496];True;[-5.0, -5.0, -5.0, -5.0, -5.0, 0.8873829193141045, 3.0129016624830296, -1.2377776765621764, -5.0, 1.496520779963653];164.21388370008208;6.5414414999540895
[3.2537471040000043, -2.4999999996192113];True;[-5.0, -2.255666971859412, -4.172288758129313, -1.851565887474012, -5.0, 0.2846107423235811, -4.027176284498745, 5.0, -2.2064787156198906, 2.6650150225072853];160.89994920010213;6.698643399984576
[3.816610920000005, -2.4999999999982987];True;[-5.0, 5.0, -5.0, 0.5114797868939069, -3.907648185237134, 4.568674384100346, 5.0, 5.0, 0.9984604598777587, 2.323977285614827];156.31897759996355;6.698643399984576
[2.796338160000009, 1.3623949999999998];True;[-5.0, -1.6270061423479993, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 3.8871122713502277];166.50885159999598;6.698643399984576
[3.9051246960000037, -2.4999999999985363];True;[5.0, 4.474590767194025, 5.0, 0.9174082189761315, 3.1972325651894202, -2.3691942154459222, -4.884644137797109, 0.6265014212693876, 3.2192421858691347, -1.588324981370003];164.9074474000372;6.698643399984576
[3.424584096000008, -2.4999999999843467];True;[2.953505843307741, 5.0, -0.08721782982312831, -4.450193938301033, -5.0, 1.5941209445735236, -2.330871270290795, 0.17418450212401737, -3.469394504346075, -3.0385787607178014];166.51250910002273;6.698643399984576
[3.2782754160000094, -2.499999999996943];True;[0.39748551593941706, -1.9524257946339936, -3.0581835883405377, 3.8352235390483074, -2.3109168697331355, -4.6829141418323275, -4.5866030488643235, -4.056642082245427, 1.6049325115734288, -0.6179456245360706];174.97525120002683;8.664200700004585
[3.614297112000009, -2.499999999999484];True;[3.704524242634937, 5.0, 4.682983714760384, -1.6895607145105567, -0.6933597970067789, -1.859538212254967, -5.0, 1.7424485232338363, -5.0, -0.7589271552370676];176.8173938000109;8.664200700004585
[3.318470424000006, -2.4999999999970832];True;[-4.443559032360898, 5.0, -5.0, 2.1900912541824082, -2.7606877213521193, 0.3730603821902614, -3.9977316884171836, 0.05010160642032346, -5.0, 0.021630600666159516];175.2345962000545;8.664200700004585
[3.372877368000002, -2.499999999998413];True;[-1.0263789869182967, -1.260001968495204, -0.5304488329403867, 3.270465524918947, -5.0, 0.6507944938871812, 2.997629558548441, -1.4547870760640875, -4.138606320911985, -4.556958913246119];173.53565550001804;8.664200700004585
[4.691520000000004, -2.499999999999371];True;[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0];160.91810629994143;8.664200700004585
[3.8483462880000014, -2.499999999998772];True;[-0.753869375294677, 5.0, 1.8141672582348995, 1.491676084891993, 3.2226590355239253, 3.1200691291145706, 1.6725470353768248, 5.0, -4.6030505405759, -5.0];166.88211120001506;5.958138299989514
[3.239587872000002, -2.4999999999965192];True;[0.5675642532811445, 3.6680862053656824, -4.394636380930663, 1.1781657373107102, -5.0, 0.04939064065604093, -2.9132450714387716, -0.37439084185708715, -5.0, -5.0];170.59547120006755;5.958138299989514
[3.2902590960000033, -2.499999999997244];True;[-3.2679864503586185, 1.226597226685472, -5.0, 1.205540353574614, 1.9001709963143742, -1.6855041916052138, -4.675033578579107, 1.743337037305773, -5.0, -1.3203108435906126];172.6602197000757;5.958138299989514
[3.640713912000007, -2.498285466];True;[0.5476337299842218, 3.1913956757644364, 4.2693094994203875, -2.5571241201137798, -3.041071788874362, -0.04901687791253817, -2.701553590949662, -4.935648695780863, 5.0, 1.627664706921406];169.6946028000675;5.958138299989514
[3.398706216000011, -2.499999999997765];True;[-1.8999192755753835, -5.0, 5.0, 1.7262506849817507, -0.9717385376744998, -0.08344627090667345, -2.8124931659714445, 4.188820320090192, -5.0, -5.0];170.29997809999622;5.958138299989514
[3.4866659520000063, -2.4999999999961684];True;[-3.9516113883346087, 5.0, -5.0, 3.5652265103417164, 2.288658195283144, 1.4228093364500811, 0.540515796059343, 0.2555424529803316, -4.901454555992999, -5.0];171.8972818000475;6.320087000029162
[2.6729632800000096, -2.499999999997352];True;[-5.0, -5.0, -5.0, -1.2127869695951112, -2.2389199291218724, -5.0, -5.0, -5.0, -5.0, -5.0];179.68676670000423;6.320087000029162
[3.663480960000007, -2.4999999999986304];True;[-5.0, 1.7599980892726617, 0.009923089706217247, 5.0, -2.2027174800895457, -0.5377024696465762, 3.6669499981975235, 3.5116786477018422, -4.999747661774669, 1.1972160846995115];165.96764000004623;6.320087000029162
[3.4644497040000055, -2.4999999999971836];True;[3.338035058444831, 5.0, -5.0, -1.625760523201973, 2.5884384263639415, -0.46406309188124695, -3.5838017041250394, -5.0, 2.938356471703239, -5.0];171.03784769994672;6.320087000029162
[3.540322728000006, -2.499999998996466];True;[-5.0, -4.925268275612205, 1.8867207003386852, 5.0, -2.363891540827386, -0.31418893767936584, 0.2284206854105486, -0.026310677226042856, 4.934076258602065, -2.7156966616481517];163.81283160008024;6.320087000029162
[3.5837717760000136, -1.8235793999999999];True;[0.11933251758040875, 5.0, 5.0, -4.4104743178964, -5.0, 0.8700935697053938, 2.6274265686102023, -1.5010542363230739, -0.07610585853815977, -3.913874034755752];165.37568810000084;6.127352899988182
[4.028506272000007, -2.499999999998771];True;[5.0, 5.0, 5.0, -1.257688699673568, -3.9716753637702835, 3.340766022762409, 0.7800724820873564, 5.0, -3.303556551270249, 3.717018973881796];159.80737759999465;6.127352899988182
[3.5562898800000076, -2.2553745];True;[0.4753553652484719, 0.5557360301298377, -3.6671797297214876, -1.125674506743946, 2.6607278516061292, -4.6246946488498155, -3.710122472867181, 4.707781409662248, 1.591163272425633, 0.5799638395032467];164.88929289998487;6.127352899988182
[3.598592616000013, -1.8518773];True;[-5.0, 5.0, -5.0, 4.0737871912121175, -5.0, -0.9684105100013154, -1.7620875052770977, 2.77522713650702, 5.0, 0.28298656434997405];166.02598890010267;6.127352899988182
[3.7803700080000087, -2.4999999999993814];True;[-0.10937382389076777, -0.7585805228580469, 4.9959669408696605, 3.934041398618959, -5.0, 1.4799867243831724, -0.228801640879289, 4.030003433824179, 2.819022597891422, -3.3451647362529577];164.22498549998272;6.127352899988182
[3.594271104000013, -2.499999999998844];True;[-0.5120731601703747, 2.9183420082887572, -3.3017548244771833, -2.6524496615721294, 1.1165540800215954, -0.6607864347854564, -0.7732443288438242, -3.4601877631136033, 5.0, 1.5270407117876452];164.42464580002706;6.579262500046752
[3.314485224000005, -2.2894357];True;[-3.0681087916351384, -5.0, -5.0, -3.59567566509042, -1.1020034661371088, 0.5773377576346439, 4.081077465199289, -0.4509819102176742, -5.0, 4.80676445278211];164.95516329992097;6.579262500046752
[3.4472234880000006, -1.9691331];True;[3.8585902048115113, 1.7694147815297914, -5.0, -3.4832248834945436, -2.388389413892825, 0.8649785718603953, -0.9621431568426999, -0.09911026739154583, -5.0, 2.8335857108092943];165.80298989999574;6.579262500046752
[3.7771306560000077, -2.4999999999951723];True;[1.2263714655466664, -5.0, 5.0, 4.493331429598262, -3.9014685166104686, 1.2719937691969996, 4.134978732907301, 1.0700575026605952, 3.3925680212463867, -4.020649375486553];165.59326759993564;6.579262500046752
[3.5446232880000093, -2.2790101];True;[-1.1206772028968235, 4.866335766816901, -5.0, 1.0350480277142253, 0.47077107504358917, 1.1858092852427857, -0.5753037333831452, 0.3250519722387111, 0.715924824648539, -5.0];167.71780969994143;6.579262500046752
[3.42705470400001, 0.19589200000000018];True;[0.8650205310924495, 5.0, 1.2686622863700494, 0.9883221462911731, -5.0, 1.359266335713957, -1.3265931903642665, -1.6947299296425502, -5.0, -5.0];170.01694570004474;6.291870600078255
[3.024747144000001, -2.4999999999966307];True;[-2.3587660968666575, -5.0, -0.08963734201137807, 1.0051418265794716, -5.0, -1.3277686228388506, -4.395481649087026, -0.6689636094306293, -5.0, -4.329976468144814];171.44247240002733;6.291870600078255
[3.3805283040000136, -2.492849405];True;[-1.7330643992297299, 3.7529075052210974, -1.5143219743387308, -0.9571766820317889, -5.0, -1.0851434267383055, -3.5565233639263827, -2.605702852350322, 0.7541170419229237, 1.2508884373781122];166.3015598000493;6.291870600078255
[3.581818920000007, -2.499999999999106];True;[2.873052947246494, 4.048063386578017, -0.2741934204392704, -2.2623260122509685, 4.6402994101439194, -0.839768579247913, -1.4529700630734883, -5.0, -1.6349308304331354, -1.4722780567857647];168.1761109000072;6.291870600078255
[3.618934632000012, -2.499999999996806];True;[-5.0, -2.8297689406676656, -5.0, 4.573475906240054, 5.0, -0.25670009720684384, 4.135129856044951, -0.2761441461242189, -5.0, 4.9972786559885805];168.80666800006293;6.291870600078255
[3.2150563200000066, -2.4999999999980704];True;[-0.5430364799634182, 3.1094645793912115, -5.0, 0.5996197935302447, -5.0, -0.9348155834488727, -5.0, 1.942592772360432, -5.0, -2.5286305173390806];172.95533419994172;6.434410299989395
[3.5213676480000125, -2.4999999999987184];True;[-2.6122538492138054, -0.2138513578517438, -2.5329559575671916, -1.0226309284286028, -4.304312668247493, -0.21031915440509774, -2.412314289793076, 1.6931208314944834, 5.0, 2.4418011436015616];164.8310055999318;6.434410299989395
[3.639225240000002, -2.4999999999981353];True;[-0.08167141457935045, -3.250592654534107, 3.2576223870166228, 3.2496725998788936, -1.9594934891890126, 0.5153653115893109, 4.400164829793486, -0.076559892874565, 0.22812583858483837, -5.0];168.94951690000016;6.434410299989395
[3.412131480000011, -2.494512589];True;[0.9772648842112659, -1.4898732599175206, -1.3755805398310867, -1.8062409763063965, 1.9637830554810325, -0.4324922989891249, -3.947564760792295, -5.0, 3.170874471744307, -1.2911194961624197];169.55354120000266;6.434410299989395
[3.93485450400001, -2.499999999999406];True;[-1.2239067286752348, -0.2564388186232964, 1.9613068347304, 1.6584626064105237, 0.3211911846322586, 4.962859908383365, 5.0, 2.545697818059244, 5.0, -5.0];168.15463470004033;6.434410299989395
[2.771362728000007, -2.2815774];True;[-4.231981522505701, -5.0, -4.8051468643555255, -0.21833218740481186, -1.7514114713376303, -5.0, -2.918509440201021, -5.0, -5.0, -4.970807895806972];184.12068479997106;5.322985199978575
[3.879964368000005, -2.4999999999996025];True;[0.9211683393299994, -0.5967587824679423, 0.6468573215132203, 0.6371032103204666, -2.586074958115577, 5.0, 5.0, -5.0, 5.0, 3.4057047851352458];164.60778170009144;5.322985199978575
[3.53679739200001, -1.6055784];True;[2.757757747825348, 1.188403021904259, 3.288880774482255, 1.9779329744104626, 3.529316149592985, -0.4756518184616718, -5.0, -4.089241398364172, -1.6367761775070826, -5.0];168.1683390000835;5.322985199978575
